terrain_environmental_factors,material_labour_costs,regulatory_permitting_timeline,historical_delay_patterns,weather_seasonal_data,vendor_performance_structured,vendor_performance_semi_structured,vendor_performance_non_structured,material_cost_escalation_reason,cost_escalation_percentage,demand_supply_scenario,supply_delay_days,skilled_manpower_availability,equipment_availability,project_complexity,transmission_voltage_level,line_length_km,environmental_clearance_status,land_acquisition_percentage,time_overrun_percentage,cost_overrun_percentage,project_hotspots
Forest,56.704066296203095,300,27.046382324655987,Winter,1.7000000000000006,"{""delivery_time"": 2.62, ""quality"": 1.25, ""communication"": 4.28, ""technical_expertise"": 1.37}",Poor quality control and frequent delays,High,1.3,Surplus,0.0,0.6935633355385649,0.7679679965645356,High,400kV,168.33470212687695,Under_Review,68.67254903350891,15.915837470798945,21.75311145788018,Environmental_Risk|Vendor_Risk|Land_Acquisition_Risk
Mountainous,78.00467035760136,450,16.963218010139276,Summer,4.000000000000003,"{""delivery_time"": 3.7, ""quality"": 1.23, ""communication"": 3.69, ""technical_expertise"": 4.37}",Good quality but delayed deliveries,Low,1.05,Balanced,2.5841335253754365,0.8480329610104373,0.9426144921055863,High,132kV,42.619408840881604,Obtained,60.24560650658791,20.556432019322745,30.573033810494348,Cost_Critical|Land_Acquisition_Risk
Rural,47.712952454291845,690,20.187175996922946,Winter,3.8000000000000025,"{""delivery_time"": 2.6, ""quality"": 3.09, ""communication"": 2.61, ""technical_expertise"": 2.2}",Poor quality control and frequent delays,High,1.3,Balanced,0.0,0.46591585423164006,0.6260073668395263,Very_High,765kV,98.12265039566887,Under_Review,85.23371125616187,9.575224108458372,20.200701075384337,Resource_Risk
Rural,60.621630150328855,630,22.398939802165938,Summer,1.8000000000000007,"{""delivery_time"": 4.21, ""quality"": 2.09, ""communication"": 3.89, ""technical_expertise"": 1.82}",Average performance with communication issues,Medium,1.15,Critical_Shortage,37.95858863390993,0.6548100950181763,0.6905738266805254,Medium,400kV,159.22915483669124,Under_Review,84.57795769264476,15.57052214260784,21.664716882487614,Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Desert,90.09074865268626,630,27.75653220162756,Summer,2.4000000000000012,"{""delivery_time"": 2.0, ""quality"": 2.35, ""communication"": 3.36, ""technical_expertise"": 2.82}",Average performance with communication issues,Low,1.05,Balanced,7.846870784118561,0.4106710847574901,0.8888212848388446,Medium,220kV,75.42805183432631,Under_Review,67.52100951082913,14.09302137331392,24.39504158794343,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,57.315237138571135,330,24.633051765958392,Spring,3.9000000000000026,"{""delivery_time"": 3.98, ""quality"": 1.85, ""communication"": 1.04, ""technical_expertise"": 4.11}",Average performance with communication issues,High,1.3,Balanced,1.9157570450414259,0.4201355089883507,0.7463744480646688,Medium,400kV,149.18313507773235,Under_Review,97.74600287244738,21.835539755503994,18.64624897765123,Environmental_Risk|Resource_Risk
Urban,39.04095740562333,390,39.076390405908484,Winter,3.500000000000002,"{""delivery_time"": 4.29, ""quality"": 1.24, ""communication"": 3.44, ""technical_expertise"": 2.51}",Poor quality control and frequent delays,High,1.3,Deficit,9.494224294377885,0.6897720179299993,0.9446070067120954,High,400kV,60.9310382732849,Under_Review,76.38283607219032,14.621556723636854,10.91740618224745,Supply_Chain_Risk|Land_Acquisition_Risk
Forest,28.07114925431319,150,35.16541982775569,Winter,1.9000000000000008,"{""delivery_time"": 4.18, ""quality"": 4.5, ""communication"": 4.4, ""technical_expertise"": 4.11}",Good quality but delayed deliveries,Critical,1.5,Critical_Shortage,42.78052218763542,0.5789183788905576,0.6731996598814262,High,400kV,15.878673912571017,Under_Review,61.01917734305226,13.656695039848461,27.284828118577934,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Desert,80.66781786516341,30,22.644069327695533,Summer,3.8000000000000025,"{""delivery_time"": 2.08, ""quality"": 4.25, ""communication"": 3.13, ""technical_expertise"": 1.21}",Outstanding technical expertise and support,High,1.3,Balanced,6.233652255434659,0.9070643794032472,0.6846650844098223,Medium,132kV,64.72527094688324,Obtained,68.79087669059375,5.395698507492728,24.72010092567744,Resource_Risk|Land_Acquisition_Risk
Forest,41.81187613423987,360,41.58140676942327,Winter,2.5000000000000013,"{""delivery_time"": 2.83, ""quality"": 4.77, ""communication"": 4.55, ""technical_expertise"": 1.41}",Excellent performance with timely delivery,Low,1.05,Balanced,6.984841456625213,0.7612925836758726,0.9443678946933127,Medium,400kV,58.48032495195878,Pending,87.68269937084779,19.796696686155066,16.844296340177955,Environmental_Risk
Coastal,21.247969326855305,330,47.476247482905485,Post_Monsoon,4.5000000000000036,"{""delivery_time"": 3.98, ""quality"": 4.22, ""communication"": 2.09, ""technical_expertise"": 2.89}",Outstanding technical expertise and support,High,1.3,Balanced,7.200739303498792,0.6723597770457943,0.7321851600910205,Medium,400kV,26.543763265432077,Pending,68.06479595242381,6.055418321919191,17.47055032992833,Land_Acquisition_Risk
Mountainous,83.74301860194669,510,0.4740844609345949,Spring,2.9000000000000017,"{""delivery_time"": 3.84, ""quality"": 2.76, ""communication"": 1.45, ""technical_expertise"": 3.82}",Poor quality control and frequent delays,Medium,1.15,Deficit,8.987581507093534,0.6447612226325778,0.7580622921012434,Medium,400kV,70.38928608306382,Under_Review,62.156498355042245,14.913437694622994,21.064224657675442,Environmental_Risk|Supply_Chain_Risk|Land_Acquisition_Risk
Rural,87.39499276149186,120,36.187481020795346,Summer,4.600000000000003,"{""delivery_time"": 4.65, ""quality"": 3.61, ""communication"": 4.1, ""technical_expertise"": 2.43}",Average performance with communication issues,Critical,1.5,Deficit,22.496382920084333,0.698347288113738,0.6663818576678397,High,400kV,119.68486629037326,Obtained,84.70824885578692,4.280930430451816,5.481416914890936,Supply_Chain_Risk|Resource_Risk
Forest,62.386170408627,450,16.68418963202201,Winter,3.100000000000002,"{""delivery_time"": 1.73, ""quality"": 3.57, ""communication"": 2.31, ""technical_expertise"": 4.44}",Average performance with communication issues,Low,1.05,Deficit,12.982510335278846,0.4242632987275968,0.638334971089541,Medium,765kV,64.20579340092843,Under_Review,80.73419162376732,15.911512264451828,5.819169896650642,Environmental_Risk|Supply_Chain_Risk|Resource_Risk
Desert,87.60830626348447,270,34.60897625587959,Summer,1.6000000000000005,"{""delivery_time"": 1.49, ""quality"": 2.73, ""communication"": 2.59, ""technical_expertise"": 4.75}",Good quality but delayed deliveries,Low,1.05,Surplus,4.110210019644715,0.935676013852396,0.8279743554191961,Very_High,765kV,71.83988950279591,Obtained,90.45063344393813,13.76439463800554,38.78796860254898,Cost_Critical|Vendor_Risk
Urban,66.59567249167752,630,39.85885528775718,Monsoon,3.200000000000002,"{""delivery_time"": 1.61, ""quality"": 1.04, ""communication"": 1.95, ""technical_expertise"": 4.28}",Poor quality control and frequent delays,High,1.3,Deficit,22.29216351713389,0.998981893440375,0.559920330770602,Medium,400kV,132.96780285878822,Under_Review,90.90525554176567,17.21082359450316,10.225621825296534,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Urban,63.07165176277272,600,14.476088865873376,Spring,5.0000000000000036,"{""delivery_time"": 1.84, ""quality"": 1.96, ""communication"": 1.52, ""technical_expertise"": 3.86}",Outstanding technical expertise and support,Medium,1.15,Balanced,5.406880160090999,0.5088922749152193,0.9396363205914546,High,400kV,58.81051507090773,Under_Review,98.39741015150915,9.798658892222155,8.835841675666485,Resource_Risk
Rural,63.786147244816526,570,2.7720748118108745,Monsoon,4.900000000000004,"{""delivery_time"": 1.28, ""quality"": 2.32, ""communication"": 2.13, ""technical_expertise"": 3.22}",Poor quality control and frequent delays,Critical,1.5,Deficit,9.092607956324418,0.47222977886477185,0.889601568382554,Very_High,400kV,106.66246647583331,Pending,62.28070176074155,15.110670086836677,29.507671267485456,Cost_Critical|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,63.90423457203832,570,35.02520905859038,Winter,3.8000000000000025,"{""delivery_time"": 3.92, ""quality"": 3.13, ""communication"": 4.72, ""technical_expertise"": 4.81}",Poor quality control and frequent delays,Low,1.05,Deficit,2.53264743257132,0.4861464780691572,0.5953741318529013,Very_High,220kV,25.23984813428907,Obtained,61.55957679272913,26.242218577631334,14.282076929647621,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Forest,67.51360588884819,360,26.624829789803336,Winter,2.5000000000000013,"{""delivery_time"": 2.45, ""quality"": 4.11, ""communication"": 3.96, ""technical_expertise"": 4.57}",Average performance with communication issues,Critical,1.5,Critical_Shortage,34.80792095349031,0.7966162349406203,0.8470099729122826,Low,400kV,51.18502899235573,Obtained,99.48788192110644,21.59190511753374,20.805554893781697,Supply_Chain_Risk
Urban,71.27310722082227,150,4.978734953168463,Winter,4.700000000000003,"{""delivery_time"": 2.79, ""quality"": 3.12, ""communication"": 2.66, ""technical_expertise"": 4.4}",Outstanding technical expertise and support,High,1.3,Balanced,6.25072223866277,0.7968645030704649,0.8013164606428174,Medium,400kV,77.52991271806155,Pending,85.79391510787815,7.23747327772378,12.613182367789308,Low_Risk
Mountainous,59.9679647930314,300,55.35477406555386,Winter,3.7000000000000024,"{""delivery_time"": 1.92, ""quality"": 1.96, ""communication"": 2.49, ""technical_expertise"": 1.92}",Excellent performance with timely delivery,Medium,1.15,Deficit,12.096124331571906,0.9087544973670466,0.5922675253683221,Medium,765kV,127.31919334827084,Pending,88.61482158670285,21.234479531594225,17.33529335781561,Environmental_Risk|Supply_Chain_Risk|Resource_Risk
Rural,64.88063524304785,510,32.493032947078625,Winter,4.700000000000003,"{""delivery_time"": 3.24, ""quality"": 1.54, ""communication"": 2.28, ""technical_expertise"": 4.65}",Average performance with communication issues,High,1.3,Surplus,0.6784272672845854,0.851095833055752,0.6366017530251162,Medium,765kV,53.06109939027994,Pending,63.85928078940674,17.45490372849052,6.276901416517829,Resource_Risk|Land_Acquisition_Risk
Forest,59.21950456196109,150,33.04120048150183,Winter,4.000000000000003,"{""delivery_time"": 2.64, ""quality"": 3.99, ""communication"": 1.45, ""technical_expertise"": 1.99}",Outstanding technical expertise and support,Critical,1.5,Critical_Shortage,37.15172419085529,0.6698138040216038,0.7044932518669171,High,765kV,52.64040601285414,Pending,62.79250763393348,14.80594008092656,23.780985241489343,Environmental_Risk|Supply_Chain_Risk|Land_Acquisition_Risk
Desert,54.12935165065026,660,41.389813030744584,Spring,2.300000000000001,"{""delivery_time"": 4.23, ""quality"": 4.05, ""communication"": 2.54, ""technical_expertise"": 4.82}",Good quality but delayed deliveries,High,1.3,Deficit,19.969638953973174,0.7677132169391914,0.8496213676227369,Very_High,132kV,94.5323370657187,Obtained,66.41014375743084,17.981298218583408,33.86780566883688,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Desert,81.26670671497847,480,18.030112565841975,Monsoon,4.200000000000003,"{""delivery_time"": 4.64, ""quality"": 4.85, ""communication"": 2.71, ""technical_expertise"": 1.79}",Average performance with communication issues,Critical,1.5,Critical_Shortage,33.857173044368956,0.8129708022208048,0.819361704408503,Low,220kV,100.1510273124157,Obtained,77.08782411189878,17.97276368137332,20.8399732877077,Supply_Chain_Risk|Land_Acquisition_Risk|Weather_Risk
Rural,36.52298027313444,210,26.56544934506412,Spring,1.8000000000000007,"{""delivery_time"": 3.51, ""quality"": 3.74, ""communication"": 1.5, ""technical_expertise"": 4.15}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,34.77329163269968,0.7076418821711351,0.766117423838349,Medium,400kV,48.75407088270259,Pending,64.40704730931903,10.488685634275662,7.247242110342195,Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Rural,50.42271736053692,270,9.168137034642845,Winter,3.6000000000000023,"{""delivery_time"": 1.07, ""quality"": 2.93, ""communication"": 2.32, ""technical_expertise"": 3.96}",Average performance with communication issues,Low,1.05,Surplus,0.0,0.6853905906709821,0.8842052715570171,Low,765kV,66.73364918371158,Under_Review,77.85334961763311,8.397432371749003,14.98927515199145,Land_Acquisition_Risk
Rural,49.86321505033695,90,17.704618632577784,Summer,3.300000000000002,"{""delivery_time"": 2.25, ""quality"": 4.31, ""communication"": 3.38, ""technical_expertise"": 4.18}",Poor quality control and frequent delays,High,1.3,Surplus,0.16797316663424752,0.787058467385592,0.878968869803083,High,132kV,123.03312897478438,Under_Review,82.46143612405348,6.901190370467624,29.603460420846957,Cost_Critical
Urban,86.17496353371577,450,29.627920005630852,Monsoon,2.200000000000001,"{""delivery_time"": 4.96, ""quality"": 3.72, ""communication"": 4.94, ""technical_expertise"": 1.12}",Outstanding technical expertise and support,Low,1.05,Surplus,0.0,0.7344847293853922,0.808929577031128,Very_High,400kV,43.69968194284264,Under_Review,60.01331871540432,16.319906991690093,31.6298520203489,Cost_Critical|Vendor_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,79.96866289047901,480,5.016583994410574,Summer,3.500000000000002,"{""delivery_time"": 2.35, ""quality"": 1.43, ""communication"": 2.05, ""technical_expertise"": 4.36}",Good quality but delayed deliveries,Critical,1.5,Balanced,2.4101730775275794,0.7863653832015463,0.8934950416924126,Medium,400kV,96.95168586664775,Under_Review,64.5698252316791,12.119624423308016,14.375525764330739,Land_Acquisition_Risk
Desert,69.47443386635197,540,17.364525451863024,Winter,3.8000000000000025,"{""delivery_time"": 1.13, ""quality"": 3.08, ""communication"": 3.27, ""technical_expertise"": 3.24}",Average performance with communication issues,Low,1.05,Critical_Shortage,32.72488580363849,0.7677128643780183,0.6671316873896046,Low,765kV,66.8863278880382,Obtained,75.00780767071515,17.582298679319354,5.662148229132585,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Forest,77.83311811000539,420,13.864792480747353,Winter,3.7000000000000024,"{""delivery_time"": 2.9, ""quality"": 4.16, ""communication"": 1.53, ""technical_expertise"": 2.24}",Good quality but delayed deliveries,Medium,1.15,Deficit,15.781331208097484,0.8315179363081928,0.9406247641613028,High,400kV,134.0903495965074,Obtained,62.13319170787201,14.463317357437656,24.436790404114493,Supply_Chain_Risk|Land_Acquisition_Risk
Forest,88.56639154407462,90,26.70510694744414,Monsoon,3.7000000000000024,"{""delivery_time"": 3.46, ""quality"": 3.76, ""communication"": 2.62, ""technical_expertise"": 4.5}",Average performance with communication issues,Medium,1.15,Surplus,0.0,0.7856821052697256,0.8074550429009704,High,400kV,105.31469147635755,Obtained,65.3411589324856,16.56256014038144,23.37066038506473,Land_Acquisition_Risk|Weather_Risk
Mountainous,87.5507318929169,360,31.896415139984185,Winter,1.7000000000000006,"{""delivery_time"": 2.66, ""quality"": 2.61, ""communication"": 1.14, ""technical_expertise"": 3.2}",Average performance with communication issues,High,1.3,Surplus,0.0,0.7118454918623605,0.9111817569062153,Medium,400kV,115.81970130076836,Under_Review,69.27185561823818,30.725298685606212,20.527317300754138,Schedule_Critical|Environmental_Risk|Vendor_Risk|Land_Acquisition_Risk
Coastal,60.18634715718085,270,33.90583365251749,Summer,3.200000000000002,"{""delivery_time"": 3.83, ""quality"": 1.46, ""communication"": 2.22, ""technical_expertise"": 4.13}",Excellent performance with timely delivery,High,1.3,Critical_Shortage,44.04294983560704,0.809078086770632,0.773139552395142,High,765kV,66.18455806842141,Pending,77.18405656670588,12.89807464854653,23.791974193271066,Supply_Chain_Risk|Land_Acquisition_Risk
Forest,37.90307064343451,210,36.985799737337814,Monsoon,3.8000000000000025,"{""delivery_time"": 2.46, ""quality"": 1.97, ""communication"": 3.69, ""technical_expertise"": 1.79}",Excellent performance with timely delivery,High,1.3,Critical_Shortage,39.48199670252191,0.6696891791112569,0.6092191224943402,Very_High,132kV,113.85803046065087,Under_Review,88.59348791746837,17.81434958027269,26.206359201916957,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Resource_Risk|Weather_Risk
Desert,47.632613075417176,270,41.46540215886845,Winter,1.4000000000000004,"{""delivery_time"": 4.58, ""quality"": 1.42, ""communication"": 3.83, ""technical_expertise"": 3.0}",Excellent performance with timely delivery,High,1.3,Critical_Shortage,30.214594613666918,0.5450027355835606,0.7712050643391544,Medium,400kV,112.94669536558364,Obtained,65.30754447303383,20.74561976727214,36.59138318908036,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,59.048118265083986,390,32.286945444200875,Summer,1.6000000000000005,"{""delivery_time"": 4.48, ""quality"": 1.5, ""communication"": 3.71, ""technical_expertise"": 3.29}",Good quality but delayed deliveries,Critical,1.5,Deficit,19.32336465296784,0.4008509320803493,0.685555831888294,Medium,132kV,103.18211059518043,Under_Review,89.51834287637328,21.498388544887316,23.3096962194049,Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Rural,40.85731696761076,540,47.64803078673299,Post_Monsoon,4.5000000000000036,"{""delivery_time"": 2.92, ""quality"": 2.97, ""communication"": 3.89, ""technical_expertise"": 4.75}",Poor quality control and frequent delays,Critical,1.5,Balanced,8.136960370418425,0.735978488287506,0.8487495180185473,Medium,400kV,75.1086756378071,Pending,94.20242918868882,15.494662207799312,27.176017713417043,Cost_Critical
Urban,61.3540595917838,150,26.434030255176182,Spring,5.0000000000000036,"{""delivery_time"": 1.37, ""quality"": 1.08, ""communication"": 4.22, ""technical_expertise"": 1.43}",Average performance with communication issues,Medium,1.15,Balanced,4.480402442605806,0.7543931359651845,0.737896895867368,Medium,765kV,90.69118707675133,Pending,86.05915067540934,3.663077079481634,21.260145570010923,Low_Risk
Forest,63.562186091820756,390,22.920146148993428,Spring,3.6000000000000023,"{""delivery_time"": 4.95, ""quality"": 3.48, ""communication"": 3.6, ""technical_expertise"": 1.8}",Outstanding technical expertise and support,Critical,1.5,Surplus,0.0,0.9832293788654286,0.9180564024638438,Medium,132kV,20.155166279715246,Under_Review,61.74902781711191,10.393178308274125,17.359055184726483,Environmental_Risk|Land_Acquisition_Risk
Mountainous,86.91808697302645,120,32.28768836032048,Post_Monsoon,1.1,"{""delivery_time"": 1.96, ""quality"": 3.64, ""communication"": 4.64, ""technical_expertise"": 4.93}",Excellent performance with timely delivery,Low,1.05,Balanced,0.8924294375738118,0.6168870004565653,0.8390362561609583,Medium,765kV,146.5651616304511,Obtained,77.62614747709765,15.495277800510996,26.352008816462174,Cost_Critical|Vendor_Risk|Land_Acquisition_Risk
Urban,63.62527382784772,60,22.403065900088937,Spring,3.400000000000002,"{""delivery_time"": 1.79, ""quality"": 1.54, ""communication"": 1.23, ""technical_expertise"": 4.47}",Good quality but delayed deliveries,Medium,1.15,Deficit,16.11920086391618,0.6364799456969871,0.842272216515662,Low,220kV,63.862709218969925,Obtained,86.40264006534,4.859780841423293,10.071221893572869,Supply_Chain_Risk
Mountainous,85.94628698608955,480,47.230776745300595,Post_Monsoon,1.8000000000000007,"{""delivery_time"": 2.18, ""quality"": 1.01, ""communication"": 1.9, ""technical_expertise"": 2.36}",Good quality but delayed deliveries,High,1.3,Balanced,0.7688316890174622,0.5210797488053142,0.6085776667455325,Medium,400kV,73.28022446360873,Obtained,99.14052538429249,10.695212639734372,23.01846381439205,Vendor_Risk|Resource_Risk
Mountainous,76.45067433322771,270,38.571801677622545,Post_Monsoon,3.6000000000000023,"{""delivery_time"": 4.96, ""quality"": 3.09, ""communication"": 1.82, ""technical_expertise"": 2.34}",Good quality but delayed deliveries,High,1.3,Deficit,20.486106648359126,0.44232057714239315,0.9921248832456452,Low,220kV,38.87705136532098,Under_Review,98.07233552276969,11.063155307490032,21.358258316893238,Environmental_Risk|Supply_Chain_Risk|Resource_Risk
Rural,20.368001504691932,270,34.00333773039417,Spring,1.0,"{""delivery_time"": 2.32, ""quality"": 1.08, ""communication"": 1.54, ""technical_expertise"": 3.78}",Outstanding technical expertise and support,Critical,1.5,Surplus,6.904032942275046,0.8636826957170444,0.9208376046357444,Medium,220kV,108.5513203204701,Obtained,75.82812617759674,7.679301679950205,13.785427570989796,Vendor_Risk|Land_Acquisition_Risk
Urban,46.682959820534286,180,26.57703212849621,Monsoon,3.200000000000002,"{""delivery_time"": 1.48, ""quality"": 1.92, ""communication"": 2.4, ""technical_expertise"": 4.03}",Outstanding technical expertise and support,Medium,1.15,Critical_Shortage,34.78597751215954,0.549808638603595,0.8945024422803474,High,220kV,103.5223515368862,Under_Review,84.6372428890037,9.209357619099187,3.8074776841625884,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Mountainous,71.75802999626364,330,20.110273943021646,Spring,1.9000000000000008,"{""delivery_time"": 3.33, ""quality"": 3.76, ""communication"": 3.27, ""technical_expertise"": 3.73}",Excellent performance with timely delivery,Critical,1.5,Deficit,20.693904059610645,0.7653429166180228,0.6651076125800137,High,400kV,74.65692973605687,Obtained,95.63260589446341,26.982618186843286,29.777956241144068,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Rural,31.854578857383387,660,33.41590005481312,Monsoon,3.400000000000002,"{""delivery_time"": 1.01, ""quality"": 4.72, ""communication"": 1.44, ""technical_expertise"": 2.62}",Outstanding technical expertise and support,Critical,1.5,Critical_Shortage,32.94225525848626,0.812663821327289,0.7678158264236159,Medium,765kV,10.0,Pending,93.24184989504786,18.94669000301267,28.14311270907205,Cost_Critical|Supply_Chain_Risk|Weather_Risk
Coastal,70.79871713993168,660,11.474830577836492,Spring,1.2000000000000002,"{""delivery_time"": 4.08, ""quality"": 2.74, ""communication"": 4.79, ""technical_expertise"": 2.87}",Excellent performance with timely delivery,Critical,1.5,Surplus,0.0,0.6827420123749885,0.5685515940371644,Medium,220kV,60.095557708967604,Pending,79.17687336450999,18.01701288918696,26.51769098597284,Cost_Critical|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,72.96126248515546,30,43.41236240129225,Summer,1.5000000000000004,"{""delivery_time"": 4.5, ""quality"": 4.24, ""communication"": 4.92, ""technical_expertise"": 4.71}",Outstanding technical expertise and support,Medium,1.15,Deficit,20.5013759007262,0.925811267816315,0.7692379883313529,High,132kV,101.1007944578011,Obtained,70.44965323566494,16.087305511704972,20.31727095523624,Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Desert,95.59399888564364,120,22.868359535375518,Monsoon,1.5000000000000004,"{""delivery_time"": 4.59, ""quality"": 3.93, ""communication"": 2.47, ""technical_expertise"": 1.42}",Outstanding technical expertise and support,High,1.3,Deficit,22.899334778027537,0.6662769045878373,0.5729446232416436,Medium,400kV,93.79975625916262,Under_Review,65.48399787195332,26.482584760442855,34.741541892376944,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Mountainous,70.19753540407032,390,28.66128079888875,Monsoon,1.1,"{""delivery_time"": 3.75, ""quality"": 4.91, ""communication"": 3.91, ""technical_expertise"": 4.71}",Outstanding technical expertise and support,Low,1.05,Balanced,14.815789934961082,0.570945173825059,0.7765189219948005,Very_High,765kV,83.38294851118621,Obtained,79.51920620333037,21.435257557906787,17.22471493742784,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Mountainous,108.54133807912392,690,14.084787085680535,Post_Monsoon,2.7000000000000015,"{""delivery_time"": 4.22, ""quality"": 1.65, ""communication"": 2.0, ""technical_expertise"": 2.37}",Excellent performance with timely delivery,High,1.3,Deficit,16.66327535738554,0.9376093137769734,0.8243609400774528,Medium,765kV,70.16183182738236,Under_Review,88.91383501373156,21.747175812710232,30.643387554392408,Cost_Critical|Environmental_Risk|Supply_Chain_Risk
Desert,73.12201660124434,390,33.675835157430654,Winter,3.200000000000002,"{""delivery_time"": 1.67, ""quality"": 3.33, ""communication"": 4.9, ""technical_expertise"": 4.05}",Average performance with communication issues,Medium,1.15,Surplus,4.310551975948123,0.9169385705499739,0.6950979836249511,High,220kV,29.7482948049813,Pending,98.79078852865064,12.881580730541348,33.83532400156309,Cost_Critical|Resource_Risk
Rural,44.94371043322941,390,19.55510064594006,Winter,1.1,"{""delivery_time"": 2.69, ""quality"": 1.02, ""communication"": 2.25, ""technical_expertise"": 3.11}",Excellent performance with timely delivery,High,1.3,Critical_Shortage,36.55308614233074,0.49842396824584784,0.7492724391656467,Low,400kV,118.73546816497921,Under_Review,94.47259619292356,10.679886847209346,17.616072032556964,Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Urban,53.03864806095167,60,32.79074548366118,Monsoon,2.100000000000001,"{""delivery_time"": 2.3, ""quality"": 1.44, ""communication"": 2.77, ""technical_expertise"": 2.01}",Average performance with communication issues,High,1.3,Deficit,22.016893283492948,0.4155766110123526,0.937826693837293,High,220kV,34.59576048222056,Obtained,68.16963820992646,19.172886063779252,8.694655844282677,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,59.1018411134815,270,34.088721627728674,Winter,3.100000000000002,"{""delivery_time"": 4.64, ""quality"": 1.41, ""communication"": 1.2, ""technical_expertise"": 1.02}",Good quality but delayed deliveries,Low,1.05,Surplus,2.1664206671962942,0.4539913338097724,0.5542815723514047,High,132kV,77.8512740772241,Pending,88.7911250728988,19.139338232142137,17.5954641787946,Resource_Risk
Coastal,53.012817266257876,240,17.228414636937515,Summer,4.600000000000003,"{""delivery_time"": 2.31, ""quality"": 3.64, ""communication"": 3.92, ""technical_expertise"": 2.81}",Good quality but delayed deliveries,High,1.3,Surplus,4.025418943310168,0.5719284391322903,0.8958664464998265,Very_High,765kV,48.77881434588089,Under_Review,71.56405015433722,14.991782474906364,27.080323673063297,Cost_Critical|Resource_Risk|Land_Acquisition_Risk
Mountainous,78.83436500344848,210,11.517650549032062,Winter,2.9000000000000017,"{""delivery_time"": 3.74, ""quality"": 2.44, ""communication"": 3.67, ""technical_expertise"": 1.16}",Excellent performance with timely delivery,High,1.3,Deficit,9.32290772398567,0.9833558810450264,0.5853772754980981,Very_High,765kV,119.77913867052231,Under_Review,87.33890377734386,13.926703154395543,30.019990292034027,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Resource_Risk
Coastal,62.890331658897566,120,43.38279899853454,Post_Monsoon,4.800000000000003,"{""delivery_time"": 2.56, ""quality"": 4.16, ""communication"": 4.21, ""technical_expertise"": 3.86}",Average performance with communication issues,High,1.3,Balanced,3.844186123161638,0.735109691896495,0.5183539914023142,Medium,400kV,105.3709573766044,Pending,86.63221841843091,7.850963406201679,16.85354367602272,Resource_Risk
Urban,65.05939739299158,540,22.692411591651016,Summer,3.300000000000002,"{""delivery_time"": 1.82, ""quality"": 1.99, ""communication"": 4.98, ""technical_expertise"": 1.41}",Average performance with communication issues,Critical,1.5,Deficit,19.06818074321118,0.6239570392175613,0.5927873013725239,Medium,765kV,72.4979198058758,Obtained,70.89722411702166,12.236753800253055,24.519702011242014,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,73.52029431005383,90,27.69818579254766,Winter,2.9000000000000017,"{""delivery_time"": 1.72, ""quality"": 1.52, ""communication"": 2.31, ""technical_expertise"": 1.84}",Average performance with communication issues,Medium,1.15,Deficit,18.61986372034684,0.9332296567676478,0.8825215949852449,Medium,400kV,109.19144554320347,Pending,69.37554480869146,18.702193510447188,10.926951846505242,Supply_Chain_Risk|Land_Acquisition_Risk
Urban,88.21760235833365,180,30.8255742957609,Winter,1.0,"{""delivery_time"": 2.99, ""quality"": 2.9, ""communication"": 4.61, ""technical_expertise"": 1.14}",Good quality but delayed deliveries,Medium,1.15,Balanced,9.494516049345549,0.6718817988870998,0.70256303666843,Medium,220kV,32.789124236052224,Obtained,64.15751050355703,11.956793833938704,14.77538306475261,Vendor_Risk|Land_Acquisition_Risk
